shape,seed,score_frame,seconds,before,after,scorer,ball_x,ball_y,ball_z
wideL,305,830,33.2,0-1,0-2,B_red,-1.011,0.01,0.811
wideL,306,1496,59.8,0-0,1-0,A_blue,1.007,0.042,0.307
wideL,306,1673,66.9,1-0,2-0,A_blue,1.011,0.04,0.987
wideL,306,1843,73.7,2-0,3-0,A_blue,1.014,-0.033,1.604
wideL,307,2198,87.9,0-0,0-1,B_red,-1.012,0.021,0.138
wideL,307,2507,100.3,0-1,0-2,B_red,-1.016,0.022,0.867
wideL,309,160,6.4,0-0,1-0,A_blue,1.01,0.025,1.53
wideL,309,1447,57.9,1-0,1-1,B_red,-1.01,-0.007,0.679
wideL,309,2722,108.9,1-1,1-2,B_red,-1.008,-0.019,0.163
wideL,311,899,36.0,0-0,1-0,A_blue,1.016,0.026,0.211
wideL,312,1608,64.3,0-0,1-0,A_blue,1.005,0.017,0.826
wideL,313,336,13.4,0-0,1-0,A_blue,1.012,-0.017,1.298
wideL,314,909,36.4,0-0,0-1,B_red,-1.01,0.041,0.166
wideL,315,272,10.9,0-0,1-0,A_blue,1.011,-0.029,0.609
wideL,315,657,26.3,1-0,1-1,B_red,-1.015,-0.018,0.65
wideL,315,823,32.9,1-1,1-2,B_red,-1.018,-0.029,0.16
wideL,318,2668,106.7,0-0,0-1,B_red,-1.017,0.042,0.561
wideL,319,2657,106.3,0-0,0-1,B_red,-1.012,-0.033,0.491
wideL,322,876,35.0,0-0,1-0,A_blue,1.009,-0.041,2.144
wideL,324,608,24.3,0-0,1-0,A_blue,1.009,0.037,1.423
wideL,325,2067,82.7,0-0,1-0,A_blue,1.016,-0.031,0.206
wideL,326,841,33.6,0-0,0-1,B_red,-1.003,-0.021,0.135
wideL,326,1174,47.0,0-1,1-1,A_blue,1.016,-0.015,1.702
wideL,328,1516,60.6,0-0,1-0,A_blue,1.007,0.002,1.696
wideL,329,1210,48.4,0-0,0-1,B_red,-1.01,-0.02,0.334
wideL,329,1412,56.5,0-1,0-2,B_red,-1.014,0.015,0.163
wideL,332,2351,94.0,0-0,0-1,B_red,-1.017,0.011,0.8
wideL,333,919,36.8,0-0,0-1,B_red,-1.002,-0.017,0.754
wideL,333,1739,69.6,0-1,0-2,B_red,-1.01,0.012,0.438
wideL,333,1915,76.6,0-2,0-3,B_red,-1.005,0.034,0.374
wideL,334,1408,56.3,0-0,0-1,B_red,-1.003,-0.026,1.83
wideL,334,1680,67.2,0-1,0-2,B_red,-1.017,0.008,0.127
wideL,335,1097,43.9,0-0,1-0,A_blue,1.014,0.038,0.263
wideL,336,665,26.6,0-0,1-0,A_blue,1.011,-0.031,1.054
wideL,336,2181,87.2,1-0,1-1,B_red,-1.014,-0.018,0.109
wideL,337,508,20.3,0-0,1-0,A_blue,1.009,0.013,0.116
wideL,337,977,39.1,1-0,2-0,A_blue,1.012,-0.023,0.673
wideL,337,2347,93.9,2-0,2-1,B_red,-1.013,0.011,0.179
wideL,338,2249,90.0,0-0,1-0,A_blue,1.007,-0.029,0.314
wideL,339,171,6.8,0-0,1-0,A_blue,1.011,0.025,0.464
wideL,341,674,27.0,0-0,1-0,A_blue,1.004,-0.026,0.107
wideL,342,443,17.7,0-0,0-1,B_red,-1.017,-0.022,0.239
wideL,342,2719,108.8,0-1,1-1,A_blue,1.008,0.041,0.686
wideL,344,1706,68.2,0-0,1-0,A_blue,1.014,0.03,1.231
wideL,345,2114,84.6,0-0,0-1,B_red,-0.999,0.029,0.958
wideL,346,1709,68.4,0-0,1-0,A_blue,1.0,-0.02,1.352
wideL,348,714,28.6,0-0,1-0,A_blue,1.011,-0.015,2.138
wideL,348,1309,52.4,1-0,1-1,B_red,-1.011,-0.028,0.11
wideR,301,477,19.1,0-0,1-0,A_blue,1.016,0.034,0.694
wideR,301,855,34.2,1-0,1-1,B_red,-1.011,-0.041,0.141
wideR,302,434,17.4,0-0,1-0,A_blue,1.014,-0.015,0.141
wideR,302,680,27.2,1-0,2-0,A_blue,1.012,0.02,0.114
wideR,302,2061,82.4,2-0,2-1,B_red,-1.007,0.005,0.119
wideR,302,2536,101.4,2-1,3-1,A_blue,1.002,0.047,1.283
wideR,304,2548,101.9,0-0,0-1,B_red,-1.008,0.029,1.642
wideR,305,2243,89.7,0-0,1-0,A_blue,1.004,-0.02,0.108
wideR,306,2155,86.2,0-0,0-1,B_red,-1.015,0.023,0.183
wideR,311,2487,99.5,0-0,0-1,B_red,-1.005,0.015,1.86
wideR,312,1264,50.6,0-0,1-0,A_blue,1.005,0.018,2.038
wideR,315,2113,84.5,0-0,0-1,B_red,-1.007,0.02,1.136
wideR,316,1853,74.1,0-0,1-0,A_blue,1.009,-0.007,0.386
wideR,316,2041,81.6,1-0,2-0,A_blue,1.012,0.015,0.861
wideR,319,2693,107.7,0-0,1-0,A_blue,1.013,0.008,0.109
wideR,320,1777,71.1,0-0,0-1,B_red,-1.012,-0.037,0.093
wideR,322,2394,95.8,0-0,0-1,B_red,-1.011,0.021,0.247
wideR,324,1336,53.4,0-0,1-0,A_blue,1.008,-0.008,0.832
wideR,324,1511,60.4,1-0,2-0,A_blue,1.007,0.037,0.104
wideR,324,1687,67.5,2-0,3-0,A_blue,1.006,-0.033,0.513
wideR,326,1307,52.3,0-0,0-1,B_red,-1.011,0.023,0.297
wideR,326,1957,78.3,0-1,1-1,A_blue,1.011,0.031,0.184
wideR,327,217,8.7,0-0,0-1,B_red,-1.014,-0.038,0.11
wideR,328,1720,68.8,0-0,1-0,A_blue,1.01,-0.025,2.125
wideR,329,903,36.1,0-0,0-1,B_red,-1.007,-0.02,0.16
wideR,334,1145,45.8,0-0,0-1,B_red,-1.004,0.025,0.146
wideR,335,2257,90.3,0-0,1-0,A_blue,1.017,-0.014,0.11
wideR,335,2654,106.2,1-0,2-0,A_blue,1.006,-0.025,0.12
wideR,336,2016,80.6,0-0,0-1,B_red,-1.006,-0.019,0.236
wideR,336,2403,96.1,0-1,0-2,B_red,-1.005,-0.016,0.146
wideR,337,766,30.6,0-0,0-1,B_red,-1.01,0.021,0.119
wideR,338,275,11.0,0-0,0-1,B_red,-1.005,0.004,0.142
wideR,339,662,26.5,0-0,1-0,A_blue,1.015,0.006,0.928
wideR,340,2499,100.0,0-0,1-0,A_blue,1.014,-0.038,0.432
wideR,343,332,13.3,0-0,0-1,B_red,-1.002,-0.018,0.904
wideR,343,545,21.8,0-1,0-2,B_red,-1.014,0.025,0.183
wideR,343,722,28.9,0-2,0-3,B_red,-1.018,0.037,0.908
wideR,343,1776,71.0,0-3,1-3,A_blue,1.002,0.038,1.106
wideR,344,1047,41.9,0-0,1-0,A_blue,1.008,0.022,0.277
wideR,344,1224,49.0,1-0,2-0,A_blue,1.011,0.032,1.737
wideR,345,2412,96.5,0-0,0-1,B_red,-1.003,0.035,1.412
wideR,346,2613,104.5,0-0,0-1,B_red,-1.013,0.008,0.118
wideR,347,1087,43.5,0-0,1-0,A_blue,1.002,-0.043,1.012
wideR,347,1472,58.9,1-0,2-0,A_blue,1.013,0.02,0.109
wideR,349,1723,68.9,0-0,0-1,B_red,-1.011,0.025,0.263
