clip,frame,t_sec,people,team_blue,team_red,goalkeepers
18,14,1.4,15,7,8,0
18,15,1.5,15,7,8,0
18,16,1.6,14,7,7,0
18,17,1.7,14,7,7,0
18,18,1.8,13,7,6,0
18,19,1.9,13,7,6,0
18,20,2.0,13,7,6,0
18,21,2.1,13,7,6,0
18,22,2.2,13,7,6,0
18,23,2.3,12,6,6,0
18,24,2.4,12,6,6,0
18,25,2.5,12,6,6,0
18,26,2.6,13,7,6,0
18,27,2.7,13,7,6,0
18,28,2.8,13,7,6,0
18,29,2.9,13,7,6,0
18,30,3.0,13,7,6,0
18,31,3.1,13,7,6,0
18,32,3.2,13,7,6,0
18,33,3.3,13,7,6,0
18,34,3.4,13,7,6,0
18,35,3.5,14,7,7,0
18,36,3.6,15,8,7,0
18,37,3.7,15,8,7,0
18,38,3.8,15,8,7,0
18,39,3.9,15,8,7,0
18,40,4.0,15,8,7,0
18,41,4.1,15,8,7,0
18,42,4.2,15,8,7,0
18,43,4.3,15,8,7,0
18,44,4.4,15,8,7,0
18,45,4.5,15,8,7,0
18,46,4.6,15,8,7,0
18,47,4.7,15,8,7,0
18,48,4.8,15,8,7,0
18,49,4.9,15,8,7,0
19,0,0.0,16,7,9,0
19,1,0.1,16,7,9,0
19,2,0.2,17,7,10,0
19,3,0.3,17,7,10,0
19,4,0.4,17,7,10,0
19,5,0.5,17,7,10,0
19,6,0.6,17,7,10,0
19,7,0.7,17,7,10,0
19,8,0.8,19,9,10,0
19,9,0.9,19,10,9,0
19,10,1.0,18,9,9,0
19,11,1.1,18,9,9,0
19,12,1.2,18,9,9,0
19,13,1.3,18,9,9,0
19,14,1.4,18,9,9,0
19,15,1.5,18,9,9,0
19,16,1.6,18,9,9,0
19,17,1.7,18,9,9,0
19,18,1.8,18,9,9,0
19,19,1.9,18,9,9,0
19,20,2.0,17,9,8,0
19,21,2.1,17,9,8,0
19,22,2.2,17,9,8,0
19,23,2.3,17,9,8,0
19,24,2.4,17,9,8,0
19,25,2.5,17,9,8,0
19,26,2.6,18,9,9,0
19,27,2.7,18,9,9,0
19,28,2.8,18,9,9,0
19,29,2.9,18,9,9,0
19,30,3.0,19,10,9,0
19,31,3.1,19,10,9,0
19,32,3.2,19,10,9,0
19,33,3.3,18,9,9,0
19,34,3.4,19,9,10,0
19,35,3.5,19,9,10,0
19,36,3.6,19,9,10,0
19,37,3.7,19,9,10,0
19,38,3.8,19,9,10,0
19,39,3.9,18,9,9,0
19,40,4.0,17,9,8,0
19,41,4.1,17,9,8,0
19,42,4.2,17,9,8,0
19,43,4.3,17,9,8,0
19,44,4.4,17,9,8,0
19,45,4.5,17,9,8,0
19,46,4.6,16,8,8,0
19,47,4.7,16,8,8,0
19,48,4.8,16,8,8,0
19,49,4.9,16,8,8,0
20,0,0.0,16,8,8,0
20,1,0.1,16,8,8,0
20,2,0.2,16,8,8,0
20,3,0.3,16,8,8,0
20,4,0.4,16,8,8,0
20,5,0.5,16,8,8,0
20,6,0.6,16,8,8,0
20,7,0.7,16,8,8,0
20,8,0.8,16,8,8,0
20,9,0.9,16,8,8,0
20,10,1.0,16,8,8,0
20,11,1.1,16,8,8,0
20,12,1.2,16,8,8,0
20,13,1.3,15,8,7,0
20,14,1.4,15,8,7,0
20,15,1.5,15,8,7,0
20,16,1.6,15,8,7,0
20,17,1.7,15,8,7,0
20,18,1.8,15,8,7,0
20,19,1.9,15,8,7,0
20,20,2.0,15,8,7,0
20,21,2.1,15,8,7,0
20,22,2.2,15,8,7,0
20,23,2.3,15,8,7,0
20,24,2.4,15,8,7,0
20,25,2.5,15,8,7,0
20,26,2.6,15,8,7,0
20,27,2.7,15,8,7,0
20,28,2.8,15,8,7,0
20,29,2.9,15,8,7,0
20,30,3.0,16,8,8,0
20,31,3.1,16,8,8,0
20,32,3.2,16,8,8,0
20,33,3.3,16,8,8,0
20,34,3.4,16,8,8,0
20,35,3.5,17,9,8,0
20,36,3.6,17,9,8,0
20,37,3.7,17,9,8,0
20,38,3.8,17,9,8,0
20,39,3.9,17,9,8,0
20,40,4.0,16,8,8,0
20,41,4.1,16,8,8,0
20,42,4.2,17,8,9,0
20,43,4.3,17,8,9,0
20,44,4.4,16,8,8,0
20,45,4.5,16,8,8,0
20,46,4.6,16,8,8,0
20,47,4.7,16,8,8,0
20,48,4.8,16,8,8,0
20,49,4.9,16,8,8,0
21,0,0.0,16,8,8,0
21,1,0.1,16,8,8,0
21,2,0.2,18,9,9,0
21,3,0.3,18,9,9,0
21,4,0.4,18,9,9,0
21,5,0.5,18,9,9,0
21,6,0.6,18,9,9,0
21,7,0.7,18,9,9,0
21,8,0.8,18,9,9,0
21,9,0.9,18,9,9,0
21,10,1.0,18,9,9,0
21,11,1.1,18,9,9,0
21,12,1.2,18,9,9,0
21,13,1.3,18,9,9,0
21,14,1.4,19,9,10,0
21,15,1.5,18,8,10,0
21,16,1.6,18,8,10,0
21,17,1.7,18,8,10,0
21,18,1.8,18,8,10,0
21,19,1.9,18,8,10,0
21,20,2.0,18,8,10,0
21,21,2.1,18,8,10,0
21,22,2.2,18,8,10,0
21,23,2.3,18,8,10,0
21,24,2.4,18,8,10,0
21,25,2.5,18,8,10,0
21,26,2.6,18,8,10,0
21,27,2.7,18,8,10,0
21,28,2.8,18,8,10,0
21,29,2.9,18,8,10,0
21,30,3.0,18,8,10,0
21,31,3.1,18,8,10,0
21,32,3.2,17,8,9,0
21,33,3.3,18,9,9,0
21,34,3.4,18,9,9,0
21,35,3.5,18,9,9,0
21,36,3.6,18,9,9,0
21,37,3.7,17,9,8,0
21,38,3.8,16,9,7,0
21,39,3.9,16,9,7,0
21,40,4.0,16,9,7,0
21,41,4.1,16,9,7,0
21,42,4.2,16,9,7,0
21,43,4.3,16,9,7,0
21,44,4.4,16,9,7,0
21,45,4.5,16,9,7,0
21,46,4.6,16,9,7,0
21,47,4.7,16,9,7,0
21,48,4.8,10,2,8,0
21,49,4.9,10,2,8,0
22,0,0.0,14,7,7,0
22,1,0.1,15,7,8,0
22,2,0.2,15,7,8,0
22,3,0.3,16,8,8,0
22,4,0.4,16,8,8,0
22,5,0.5,16,8,8,0
22,6,0.6,16,8,8,0
22,7,0.7,16,8,8,0
22,8,0.8,16,8,8,0
22,9,0.9,16,8,8,0
22,10,1.0,17,8,9,0
22,11,1.1,16,7,9,0
22,12,1.2,16,7,9,0
22,13,1.3,17,8,9,0
22,14,1.4,17,8,9,0
22,15,1.5,17,8,9,0
22,16,1.6,17,8,9,0
22,17,1.7,17,9,8,0
22,18,1.8,16,8,8,0
22,19,1.9,16,8,8,0
22,20,2.0,16,8,8,0
22,21,2.1,16,8,8,0
22,22,2.2,16,8,8,0
22,23,2.3,16,8,8,0
22,24,2.4,16,8,8,0
22,25,2.5,16,8,8,0
22,26,2.6,16,8,8,0
22,27,2.7,16,8,8,0
22,28,2.8,16,8,8,0
22,29,2.9,16,8,8,0
22,30,3.0,16,8,8,0
22,31,3.1,16,8,8,0
22,32,3.2,16,8,8,0
22,33,3.3,16,8,8,0
22,34,3.4,16,8,8,0
22,35,3.5,16,8,8,0
22,36,3.6,16,8,8,0
22,37,3.7,16,8,8,0
22,38,3.8,16,8,8,0
22,39,3.9,16,8,8,0
22,40,4.0,16,8,8,0
22,41,4.1,17,9,8,0
22,42,4.2,17,9,8,0
22,43,4.3,17,9,8,0
22,44,4.4,17,9,8,0
22,45,4.5,17,9,8,0
22,46,4.6,18,9,9,0
22,47,4.7,20,10,10,0
22,48,4.8,19,10,9,0
22,49,4.9,19,10,9,0
23,0,0.0,18,9,9,0
23,1,0.1,18,9,9,0
23,2,0.2,18,9,9,0
23,3,0.3,18,9,9,0
23,4,0.4,17,9,8,0
23,5,0.5,17,9,8,0
23,6,0.6,16,8,8,0
23,7,0.7,16,8,8,0
23,8,0.8,15,7,8,0
23,9,0.9,14,7,7,0
23,10,1.0,13,7,6,0
23,11,1.1,12,6,6,0
23,12,1.2,12,6,6,0
23,13,1.3,12,6,6,0
23,14,1.4,12,6,6,0
23,15,1.5,12,6,6,0
23,16,1.6,12,6,6,0
23,17,1.7,12,6,6,0
23,18,1.8,12,6,6,0
23,19,1.9,13,7,6,0
23,20,2.0,13,7,6,0
23,21,2.1,13,7,6,0
23,22,2.2,13,7,6,0
23,23,2.3,13,7,6,0
23,24,2.4,14,7,7,0
23,25,2.5,15,7,8,0
23,26,2.6,16,8,8,0
23,27,2.7,16,8,8,0
23,28,2.8,16,8,8,0
23,29,2.9,16,8,8,0
23,30,3.0,16,8,8,0
23,31,3.1,16,8,8,0
23,32,3.2,16,8,8,0
23,33,3.3,16,8,8,0
23,34,3.4,16,8,8,0
23,35,3.5,15,8,7,0
23,36,3.6,15,8,7,0
23,37,3.7,15,8,7,0
23,38,3.8,15,8,7,0
23,39,3.9,15,8,7,0
23,40,4.0,14,7,7,0
23,41,4.1,14,7,7,0
23,42,4.2,14,7,7,0
23,43,4.3,14,7,7,0
23,44,4.4,14,7,7,0
23,45,4.5,14,7,7,0
23,46,4.6,14,7,7,0
23,47,4.7,14,7,7,0
23,48,4.8,14,7,7,0
23,49,4.9,14,7,7,0
24,0,0.0,14,7,7,0
24,1,0.1,14,7,7,0
24,2,0.2,14,7,7,0
24,3,0.3,14,7,7,0
24,4,0.4,15,7,8,0
24,5,0.5,15,7,8,0
24,6,0.6,16,8,8,0
24,7,0.7,16,8,8,0
24,8,0.8,16,8,8,0
24,9,0.9,16,8,8,0
24,10,1.0,16,8,8,0
24,11,1.1,16,8,8,0
24,12,1.2,16,8,8,0
24,13,1.3,16,8,8,0
24,14,1.4,16,8,8,0
24,15,1.5,16,8,8,0
24,16,1.6,16,8,8,0
24,17,1.7,16,8,8,0
24,18,1.8,16,8,8,0
24,19,1.9,16,8,8,0
24,20,2.0,16,8,8,0
24,21,2.1,16,8,8,0
24,22,2.2,16,8,8,0
24,23,2.3,16,8,8,0
24,24,2.4,16,8,8,0
24,25,2.5,16,8,8,0
24,26,2.6,16,8,8,0
24,27,2.7,15,7,8,0
24,28,2.8,15,7,8,0
24,29,2.9,15,7,8,0
24,30,3.0,15,7,8,0
24,31,3.1,15,7,8,0
24,32,3.2,14,7,7,0
24,33,3.3,14,7,7,0
24,34,3.4,14,7,7,0
24,35,3.5,14,7,7,0
24,36,3.6,14,7,7,0
24,37,3.7,14,7,7,0
24,38,3.8,14,7,7,0
24,39,3.9,14,7,7,0
24,40,4.0,14,7,7,0
24,41,4.1,14,7,7,0
24,42,4.2,14,7,7,0
24,43,4.3,14,7,7,0
24,44,4.4,14,7,7,0
24,45,4.5,14,7,7,0
24,46,4.6,14,7,7,0
24,47,4.7,14,7,7,0
24,48,4.8,14,7,7,0
24,49,4.9,14,7,7,0
25,0,0.0,16,7,9,0
25,1,0.1,16,7,9,0
25,2,0.2,17,7,10,0
25,3,0.3,17,7,10,0
25,4,0.4,17,7,10,0
25,5,0.5,17,7,10,0
25,6,0.6,17,7,10,0
25,7,0.7,17,7,10,0
25,8,0.8,17,7,10,0
25,9,0.9,18,8,10,0
25,10,1.0,19,9,10,0
25,11,1.1,19,9,10,0
25,12,1.2,19,9,10,0
25,13,1.3,19,9,10,0
25,14,1.4,19,9,10,0
25,15,1.5,19,9,10,0
25,16,1.6,20,10,10,0
25,17,1.7,20,10,10,0
25,18,1.8,20,10,10,0
25,19,1.9,19,9,10,0
25,20,2.0,18,9,9,0
25,21,2.1,17,9,8,0
25,22,2.2,17,9,8,0
25,23,2.3,17,9,8,0
25,24,2.4,17,9,8,0
25,25,2.5,17,9,8,0
25,26,2.6,17,9,8,0
25,27,2.7,16,9,7,0
25,28,2.8,15,8,7,0
25,29,2.9,15,8,7,0
25,30,3.0,15,8,7,0
25,31,3.1,15,8,7,0
25,32,3.2,15,8,7,0
25,33,3.3,15,8,7,0
25,34,3.4,15,8,7,0
25,35,3.5,15,8,7,0
25,36,3.6,15,8,7,0
25,37,3.7,16,8,8,0
25,38,3.8,16,8,8,0
25,39,3.9,17,9,8,0
25,40,4.0,17,9,8,0
25,41,4.1,18,9,9,0
25,42,4.2,18,9,9,0
25,43,4.3,18,9,9,0
25,44,4.4,19,9,10,0
25,45,4.5,19,9,10,0
25,46,4.6,19,9,10,0
25,47,4.7,19,9,10,0
25,48,4.8,19,9,10,0
25,49,4.9,19,9,10,0
26,0,0.0,19,9,10,0
26,1,0.1,19,9,10,0
26,2,0.2,19,9,10,0
26,3,0.3,20,10,10,0
26,4,0.4,20,10,10,0
26,5,0.5,20,10,10,0
26,6,0.6,20,10,10,0
26,7,0.7,20,10,10,0
26,8,0.8,20,10,10,0
26,9,0.9,20,10,10,0
26,10,1.0,20,10,10,0
26,11,1.1,20,10,10,0
26,12,1.2,20,10,10,0
26,13,1.3,19,9,10,0
26,14,1.4,19,9,10,0
26,15,1.5,19,9,10,0
26,16,1.6,19,9,10,0
26,17,1.7,19,9,10,0
26,18,1.8,18,9,9,0
26,19,1.9,18,9,9,0
26,20,2.0,18,9,9,0
26,21,2.1,17,9,8,0
26,22,2.2,17,9,8,0
26,23,2.3,16,8,8,0
26,24,2.4,16,8,8,0
26,25,2.5,16,8,8,0
26,26,2.6,15,8,7,0
26,27,2.7,15,8,7,0
26,28,2.8,15,8,7,0
26,29,2.9,15,8,7,0
26,30,3.0,15,8,7,0
26,31,3.1,16,9,7,0
26,32,3.2,16,9,7,0
26,33,3.3,16,9,7,0
26,34,3.4,16,9,7,0
26,35,3.5,17,9,8,0
26,36,3.6,18,9,9,0
26,37,3.7,18,9,9,0
26,38,3.8,18,9,9,0
26,39,3.9,18,9,9,0
26,40,4.0,18,9,9,0
26,41,4.1,18,9,9,0
26,42,4.2,18,9,9,0
26,43,4.3,19,10,9,0
26,44,4.4,19,10,9,0
26,45,4.5,19,10,9,0
26,46,4.6,19,10,9,0
26,47,4.7,19,10,9,0
26,48,4.8,19,10,9,0
26,49,4.9,19,10,9,0
27,0,0.0,18,9,9,0
27,1,0.1,18,9,9,0
27,2,0.2,17,9,8,0
27,3,0.3,16,8,8,0
27,4,0.4,16,8,8,0
27,5,0.5,15,8,7,0
27,6,0.6,14,7,7,0
27,7,0.7,13,7,6,0
27,8,0.8,13,7,6,0
27,9,0.9,13,7,6,0
27,10,1.0,13,7,6,0
27,11,1.1,13,7,6,0
27,12,1.2,13,7,6,0
27,13,1.3,13,7,6,0
27,14,1.4,14,7,7,0
27,15,1.5,15,7,8,0
27,16,1.6,17,8,9,0
27,17,1.7,19,9,10,0
27,18,1.8,18,8,10,0
27,19,1.9,19,9,10,0
27,20,2.0,19,9,10,0
27,21,2.1,19,9,10,0
27,22,2.2,19,9,10,0
27,23,2.3,19,9,10,0
27,24,2.4,19,9,10,0
27,25,2.5,19,9,10,0
27,26,2.6,19,9,10,0
27,27,2.7,18,8,10,0
27,28,2.8,18,8,10,0
27,29,2.9,18,8,10,0
27,30,3.0,18,8,10,0
27,31,3.1,18,8,10,0
27,32,3.2,18,8,10,0
27,33,3.3,18,8,10,0
27,34,3.4,18,8,10,0
27,35,3.5,18,8,10,0
27,36,3.6,18,8,10,0
27,37,3.7,18,8,10,0
27,38,3.8,18,8,10,0
27,39,3.9,18,8,10,0
27,40,4.0,18,8,10,0
27,41,4.1,18,8,10,0
27,42,4.2,18,8,10,0
27,43,4.3,18,8,10,0
27,44,4.4,18,8,10,0
27,45,4.5,18,8,10,0
27,46,4.6,18,8,10,0
27,47,4.7,18,8,10,0
27,48,4.8,18,8,10,0
27,49,4.9,18,8,10,0
28,0,0.0,18,8,10,0
28,1,0.1,18,8,10,0
28,2,0.2,18,8,10,0
28,3,0.3,18,8,10,0
28,4,0.4,17,8,9,0
28,5,0.5,17,8,9,0
28,6,0.6,17,8,9,0
28,7,0.7,18,9,9,0
28,8,0.8,18,9,9,0
28,9,0.9,18,9,9,0
28,10,1.0,19,10,9,0
28,11,1.1,19,10,9,0
28,12,1.2,19,10,9,0
28,13,1.3,19,10,9,0
28,14,1.4,20,10,10,0
28,15,1.5,20,10,10,0
28,16,1.6,20,10,10,0
28,17,1.7,19,9,10,0
28,18,1.8,19,9,10,0
28,19,1.9,18,8,10,0
28,20,2.0,18,8,10,0
28,21,2.1,18,8,10,0
28,22,2.2,18,8,10,0
28,23,2.3,18,8,10,0
28,24,2.4,18,8,10,0
28,25,2.5,18,8,10,0
28,26,2.6,18,8,10,0
28,27,2.7,19,9,10,0
28,28,2.8,18,8,10,0
28,29,2.9,18,8,10,0
28,30,3.0,18,8,10,0
28,31,3.1,19,9,10,0
28,32,3.2,19,9,10,0
28,33,3.3,19,9,10,0
28,34,3.4,19,9,10,0
28,35,3.5,19,9,10,0
28,36,3.6,19,9,10,0
28,37,3.7,19,9,10,0
28,38,3.8,20,10,10,0
28,39,3.9,20,10,10,0
28,40,4.0,20,10,10,0
28,41,4.1,20,10,10,0
28,42,4.2,20,10,10,0
28,43,4.3,20,10,10,0
28,44,4.4,20,10,10,0
28,45,4.5,20,10,10,0
28,46,4.6,20,10,10,0
28,47,4.7,20,10,10,0
28,48,4.8,20,10,10,0
28,49,4.9,20,10,10,0
29,0,0.0,20,10,10,0
29,1,0.1,20,10,10,0
29,2,0.2,20,10,10,0
29,3,0.3,20,10,10,0
29,4,0.4,20,10,10,0
29,5,0.5,20,10,10,0
29,6,0.6,20,10,10,0
29,7,0.7,19,10,9,0
29,8,0.8,19,10,9,0
29,9,0.9,19,10,9,0
29,10,1.0,17,9,8,0
29,11,1.1,18,9,9,0
29,12,1.2,17,9,8,0
29,13,1.3,16,8,8,0
29,14,1.4,17,8,9,0
29,15,1.5,17,8,9,0
29,16,1.6,18,9,9,0
29,17,1.7,19,9,10,0
29,18,1.8,18,8,10,0
29,19,1.9,18,8,10,0
29,20,2.0,18,8,10,0
29,21,2.1,17,8,9,0
29,22,2.2,16,8,8,0
29,23,2.3,16,8,8,0
29,24,2.4,16,8,8,0
29,25,2.5,16,8,8,0
29,26,2.6,16,8,8,0
29,27,2.7,16,8,8,0
29,28,2.8,16,8,8,0
29,29,2.9,16,8,8,0
29,30,3.0,16,7,9,0
29,31,3.1,16,7,9,0
29,32,3.2,16,7,9,0
29,33,3.3,16,7,9,0
29,34,3.4,16,7,9,0
29,35,3.5,16,7,9,0
29,36,3.6,16,7,9,0
29,37,3.7,15,7,8,0
29,38,3.8,15,7,8,0
29,39,3.9,15,7,8,0
29,40,4.0,15,7,8,0
29,41,4.1,15,7,8,0
29,42,4.2,15,7,8,0
29,43,4.3,15,7,8,0
29,44,4.4,15,7,8,0
29,45,4.5,15,7,8,0
29,46,4.6,15,7,8,0
29,47,4.7,15,7,8,0
29,48,4.8,15,7,8,0
29,49,4.9,15,7,8,0
30,0,0.0,16,8,8,0
30,1,0.1,17,8,9,0
30,2,0.2,18,8,10,0
30,3,0.3,18,8,10,0
30,4,0.4,18,8,10,0
30,5,0.5,18,8,10,0
30,6,0.6,18,8,10,0
30,7,0.7,18,8,10,0
30,8,0.8,18,8,10,0
30,9,0.9,18,8,10,0
30,10,1.0,18,8,10,0
30,11,1.1,18,8,10,0
30,12,1.2,18,8,10,0
30,13,1.3,18,8,10,0
30,14,1.4,18,8,10,0
30,15,1.5,18,8,10,0
30,16,1.6,18,8,10,0
30,17,1.7,17,8,9,0
30,18,1.8,17,8,9,0
30,19,1.9,17,8,9,0
30,20,2.0,17,8,9,0
30,21,2.1,16,8,8,0
30,22,2.2,16,8,8,0
30,23,2.3,16,8,8,0
30,24,2.4,16,8,8,0
30,25,2.5,16,8,8,0
30,26,2.6,16,8,8,0
30,27,2.7,16,8,8,0
30,28,2.8,16,8,8,0
30,29,2.9,15,8,7,0
30,30,3.0,15,8,7,0
30,31,3.1,15,8,7,0
30,32,3.2,15,8,7,0
30,33,3.3,16,8,8,0
30,34,3.4,16,8,8,0
30,35,3.5,16,8,8,0
30,36,3.6,16,8,8,0
30,37,3.7,16,8,8,0
30,38,3.8,17,8,9,0
30,39,3.9,17,8,9,0
30,40,4.0,17,8,9,0
30,41,4.1,16,7,9,0
30,42,4.2,15,7,8,0
30,43,4.3,15,7,8,0
30,44,4.4,15,7,8,0
30,45,4.5,15,7,8,0
30,46,4.6,15,7,8,0
30,47,4.7,15,7,8,0
30,48,4.8,15,7,8,0
30,49,4.9,15,7,8,0
